"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"89","@taivanReza I’m not tryna cry today man",FALSE,111,"taivanReza",2020-04-06 21:38:37,FALSE,"1247274440024444928","1247277556325367817","1069909719974703104","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"90","@SuperSaf See this quarantine isn’t all bad haha",FALSE,780,"SuperSaf",2020-04-06 21:36:58,FALSE,"1247275679231639552","1247277139776417792","28090436","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",5,FALSE,FALSE,NA,NA
"91","NEW VIDEO - Last Video in this Studio! https://t.co/HNkWSrbVLU - RT! https://t.co/dPkNUQSA9M",FALSE,5877,NA,2020-04-06 20:56:24,FALSE,NA,"1247266932685971463",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",346,FALSE,FALSE,NA,NA
"92","Uploading…",FALSE,5089,NA,2020-04-06 20:46:07,FALSE,NA,"1247264345513504774",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",83,FALSE,FALSE,NA,NA
"93","Vlog coming today (!!)",FALSE,10551,NA,2020-04-06 15:55:07,FALSE,NA,"1247191111883460608",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",180,FALSE,FALSE,NA,NA
"94","@AlexSibila @samsheffer They are probably the best equipped to actually do a frictionless high tech delivery",FALSE,74,"AlexSibila",2020-04-06 15:47:51,FALSE,"1247188832933629952","1247189283389276160","113761627","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"95","NBA players playing 2K on ESPN. You love to see it. https://t.co/L87xxYOtaf",FALSE,8017,NA,2020-04-04 00:10:28,FALSE,NA,"1246228606575050752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",563,FALSE,FALSE,NA,NA
"96","@UnboxTherapy That sand table. Where can I get one",FALSE,2788,"UnboxTherapy",2020-04-03 22:31:53,FALSE,"1246198340355854337","1246203798806245378","239672340","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",25,FALSE,FALSE,NA,NA
"97","@backlon Mission accomplished",FALSE,814,"backlon",2020-04-03 19:17:59,FALSE,"1246150206237765632","1246155003389267969","1090141","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",4,FALSE,FALSE,NA,NA
"98","@SuperSaf You mean like how the TV was on the edge of its seat? <U+0001F602>",FALSE,1340,"SuperSaf",2020-04-03 19:10:34,FALSE,"1246151423403921414","1246153133178437633","28090436","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",5,FALSE,FALSE,NA,NA
"99","Maybe this is worth a moving vlog... (I don’t trust movers with this tech stuff but also this would be a LOT easier… https://t.co/LxrFP3ZWNE",FALSE,12300,NA,2020-04-03 18:57:58,TRUE,NA,"1246149964998348801",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",362,FALSE,FALSE,NA,NA
"100","@Lightzypher @aevanko It's probably more likely a green screen setup",FALSE,22,"Lightzypher",2020-04-03 12:29:37,FALSE,"1246021074761986049","1246052231763427328","162554492","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"101","@FilipHrnko @GadgetsBoy No?",FALSE,78,"FilipHrnko",2020-04-03 12:28:56,FALSE,"1246024684371619840","1246052062191894528","1673996628","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"102","@ZacSweers @MorganPaigeLove My bad <U+0001F601>",FALSE,851,"ZacSweers",2020-04-03 03:42:04,FALSE,"1245897980466606080","1245919471660761091","230644400","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",7,FALSE,FALSE,NA,NA
"103","Apologies for the brief pause in #QuarantineContent

Turns out I have exactly 1 month to move EVERYTHING into the n… https://t.co/UxLWWsEbR0",FALSE,11206,NA,2020-04-02 23:21:58,TRUE,NA,"1245854014555602946",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",259,FALSE,FALSE,NA,NA
"104","@9to5mac @samsheffer @apollozac <U+0001F440>",FALSE,821,"9to5mac",2020-04-02 23:16:55,FALSE,"1245846755679313922","1245852741794033664","15944436","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",15,FALSE,FALSE,NA,NA
"105","Nobody:
Absolutely no one:
The entire internet:

DisplayMate: We have our new highest ever A+ rating!",FALSE,12061,NA,2020-04-02 14:09:05,FALSE,NA,"1245714875504041984",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",346,FALSE,FALSE,NA,NA
"106","@jacksonhvisuals <U+0001F608>",FALSE,47,"jacksonhvisuals",2020-04-02 01:34:53,FALSE,"1245524794113527808","1245525075312496641","814589679676686336","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"107","When someone asks if I'm ever going to upload in 24fps https://t.co/bM7srvo3cY",FALSE,17825,NA,2020-04-02 01:34:36,FALSE,NA,"1245525004202246144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",982,FALSE,FALSE,NA,NA
"108","@HeyMarkL @reneritchie @Tesla Hah open invite!",FALSE,46,"HeyMarkL",2020-04-01 23:00:12,FALSE,"1245478510711328768","1245486148782301184","37261200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"109","@HeyMarkL @Tesla TRUE",FALSE,88,"HeyMarkL",2020-04-01 22:24:37,FALSE,"1245477023046197248","1245477195319050240","37261200","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"110","@JosephStPaul @Brendon_Ball @LinusTech nice",FALSE,32,"JosephStPaul",2020-04-01 22:23:18,FALSE,"1245471344743112704","1245476863323131904","317338485","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"111","@HeyMarkL @Tesla Any reason?",FALSE,119,"HeyMarkL",2020-04-01 22:22:44,FALSE,"1245464384404520961","1245476719022276608","37261200","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"112","@TaylorLorenz https://t.co/0JJm32jcKD",FALSE,100,"TaylorLorenz",2020-04-01 19:48:38,FALSE,"1245436459307470850","1245437941343813635","208725869","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"113","@DylanRobertson Don’t worry. The speaker is 100% on the desk.",FALSE,577,"DylanRobertson",2020-04-01 16:48:04,FALSE,"1245391876296933377","1245392498748424200","29090830","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",3,FALSE,FALSE,NA,NA
"114","@AFCTQ Ok if you want the real explanation: They're doors on a cabinet. The left door slides in front of the right… https://t.co/LtQAjkDGgQ",FALSE,891,"AFCTQ",2020-04-01 15:15:53,TRUE,"1245352170284888064","1245369298597666821","2768690914","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",3,FALSE,FALSE,NA,NA
"115","Here's your Zoom background https://t.co/SZPamAyVyM",FALSE,19365,NA,2020-04-01 13:00:01,FALSE,NA,"1245335109106098177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",845,FALSE,FALSE,NA,NA
"116","@CARROT_app @xyb994 @Chelny I’ll be on the lookout <U+0001F440>",FALSE,62,"CARROT_app",2020-03-31 22:42:23,FALSE,"1245118510172442624","1245119275070824454","1077716029","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"117","@xyb994 @Chelny @CARROT_app But why’s it gotta be so ugly <U+0001F62D>",FALSE,34,"xyb994",2020-03-31 22:38:01,FALSE,"1245117517493927939","1245118178503602177","221221300","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"118","@moistest_bagel I've been tearing them up one by one from the old studio. Bout 1500 down, 2200 to go <U+0001F643>",FALSE,565,"moistest_bagel",2020-03-31 19:32:13,FALSE,"1245071201975721984","1245071422017409030","1008373115771064320","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",3,FALSE,FALSE,NA,NA
"119","Studio build update
Haven't gone crazy yet https://t.co/alaLsjjY6M",FALSE,12374,NA,2020-03-31 19:30:22,FALSE,NA,"1245070952951689216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",279,FALSE,FALSE,NA,NA
"120","@samsheffer It's not gonna be that easy, Tim Cook <U+0001F913>",FALSE,2071,"samsheffer",2020-03-31 17:59:44,FALSE,"1245046018237964288","1245048145094086656","25246881","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",11,FALSE,FALSE,NA,NA
"121","So Apple just bought the best weather app, Dark Sky, and they're shutting down the Android version. Booooooo (RIP)… https://t.co/zT7AZFoO8w",FALSE,13734,NA,2020-03-31 17:48:50,TRUE,NA,"1245045402006687744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",989,FALSE,FALSE,NA,NA
"122","@shen Booooo RIP my favorite weather app",FALSE,35,"shen",2020-03-31 17:36:11,FALSE,"1245041599853350919","1245042217980497925","30727946","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"123","So yeah just go ahead and cancel that April Fools Day campaign that was set to auto-run tomorrow",FALSE,13484,NA,2020-03-31 14:23:31,FALSE,NA,"1244993731972997120",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",731,FALSE,FALSE,NA,NA
"124","@Mrwhosetheboss Official pronunciation guide",FALSE,4516,"Mrwhosetheboss",2020-03-31 13:15:47,FALSE,"1244968620788236288","1244976689521790976","3363946175","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",87,FALSE,FALSE,NA,NA
"125","@ChrisBHaynes YES",FALSE,467,"ChrisBHaynes",2020-03-31 01:04:35,FALSE,"1244784691414061057","1244792673925554176","57710919","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",8,FALSE,FALSE,NA,NA
"126","@ArtemR Brand new (re)upload, still processing to HD",FALSE,434,"ArtemR",2020-03-30 16:18:55,FALSE,"1244660132480299008","1244660387586375680","18366419","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"127","Incredible BTS breakdown on how Bugatti made that viral single tracking shot of going 0–400-0km/h

The camera car?… https://t.co/QvwZd1eaS2",FALSE,15042,NA,2020-03-30 16:10:06,TRUE,NA,"1244658166962573312",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1503,FALSE,FALSE,NA,NA
"128","@AndroidPolice F",FALSE,251,"AndroidPolice",2020-03-30 15:59:16,FALSE,"1244653756806922241","1244655442548097026","98335997","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",5,FALSE,FALSE,NA,NA
"129","Just got the email - The OnePlus 8 unveiling live stream will be April 14th <U+0001F440> https://t.co/nPz9boDGwU",FALSE,10278,NA,2020-03-30 14:16:53,FALSE,NA,"1244629677010030594",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",639,FALSE,FALSE,NA,NA
"130","@theMrMobile Happy Birthday!",FALSE,1462,"theMrMobile",2020-03-29 18:24:59,FALSE,NA,"1244329726006657027","380783806","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",31,FALSE,FALSE,NA,NA
"131","Can't wait to get back to this https://t.co/2WtEwtgZQ2",FALSE,19148,NA,2020-03-29 17:34:10,FALSE,NA,"1244316938014199809",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",317,FALSE,FALSE,NA,NA
"132","@moistest_bagel Quarantine fro is coming",FALSE,2414,"moistest_bagel",2020-03-29 03:26:55,FALSE,"1244101325203345409","1244103720142585857","1008373115771064320","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",12,FALSE,FALSE,NA,NA
"133","lol r/dankmemes https://t.co/Vb9zZITUUs",FALSE,74906,NA,2020-03-29 03:16:46,FALSE,NA,"1244101165505265666",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",4556,FALSE,FALSE,NA,NA
"134","@SuperSaf https://t.co/dA6yE8nJCo",FALSE,2444,"SuperSaf",2020-03-28 22:01:04,FALSE,"1244020229103071233","1244021713664389121","28090436","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",44,FALSE,FALSE,NA,NA
"135","@SuperSaf Afros are back baby",FALSE,1892,"SuperSaf",2020-03-28 21:05:45,FALSE,"1243991875792617472","1244007794011000832","28090436","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",28,FALSE,FALSE,NA,NA
"136","@itsmeharryyt I think I may switch to it next. 1080p/60 and a 5000mah sounds like a potential battery life king <U+0001F440>",FALSE,14,"itsmeharryyt",2020-03-28 19:21:01,FALSE,"1243971744886554624","1243981439252795393","1023352912804765697","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"137","@eL_ChriizzZ @UrAvgConsumer @LinusTech <U+0001F605>",FALSE,9,"eL_ChriizzZ",2020-03-28 17:04:40,FALSE,"1243944268928090113","1243947126285119489","77038663","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"138","@Vyyyper <U+0001F44D><U+0001F3FE><U+0001F44D><U+0001F3FE>",FALSE,17,"Vyyyper",2020-03-28 16:40:47,FALSE,"1243940816680296450","1243941113016340480","27676139","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",0,FALSE,FALSE,NA,NA
"139","@supasswd @ny_gridlock",FALSE,22,"supasswd",2020-03-28 16:38:48,FALSE,"1243940410835247104","1243940616238702594","546752134","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"140","@lordarcadius @lawnchairapp Hah I’ll give it a shot right now!",FALSE,24,"lordarcadius",2020-03-28 16:17:42,FALSE,"1243933109424279553","1243935305553645569","808961618881101825","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"141","@kaushalshroff3 nice",FALSE,11,"kaushalshroff3",2020-03-28 16:07:38,FALSE,"1243931193482993664","1243932771405443072","752477003861852160","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"142","@Fresh_muchinda <U+0001F605>",FALSE,70,"Fresh_muchinda",2020-03-28 15:53:49,FALSE,"1243928652665868288","1243929294021287938","1160394978641661952","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"143","NEW VIDEO - What's On My Phone: 2020! https://t.co/Rv1SwvmyPI - RT! https://t.co/q67ftR9goU",FALSE,6958,NA,2020-03-28 15:42:50,FALSE,NA,"1243926528636977153",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",397,FALSE,FALSE,NA,NA
"144","Uploading… #QuarantineContent",FALSE,5457,NA,2020-03-28 15:29:04,FALSE,NA,"1243923065253355529",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",116,FALSE,FALSE,NA,NA
"145","@EraserRestraint XDR",FALSE,9,"EraserRestraint",2020-03-28 15:27:51,FALSE,"1243921745133723648","1243922760386183173","603274690","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"146","@thatcrtvlife YES HASHTAG",FALSE,55,"thatcrtvlife",2020-03-27 23:51:17,FALSE,"1243686261468147717","1243687064153006088","725126293696733184","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"147","@superscientific @valfroggie @ijustine @UnboxTherapy @JonathanCaseyYT If it’s your only computer go for the 12.9, i… https://t.co/5mWaBbx2NK",FALSE,145,"superscientific",2020-03-27 18:46:22,TRUE,"1243609319448498177","1243610328946089989","17698709","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",6,FALSE,FALSE,NA,NA
"148","@markgurman @wojespn Not Doris",FALSE,285,"markgurman",2020-03-27 18:45:15,FALSE,"1243609826539659264","1243610047852294145","15958614","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",14,FALSE,FALSE,NA,NA
"149","What if they played out the rest of the NBA season on 2K with players gaming as themselves",FALSE,32212,NA,2020-03-27 16:29:21,FALSE,NA,"1243575849175171073",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",2587,FALSE,FALSE,NA,NA
"150","@TSM_Myth <U+0001F62D>",FALSE,2663,"TSM_Myth",2020-03-26 21:14:47,FALSE,"1243284193657769984","1243285293354094592","2163885564","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",16,FALSE,FALSE,NA,NA
"151","@samsheffer Damn son",FALSE,397,"samsheffer",2020-03-26 19:40:46,FALSE,"1243261130430185472","1243261634333888514","25246881","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",5,FALSE,FALSE,NA,NA
"152","Hey I just thought you might like this throwback to 2009 https://t.co/hSaenO3dIK",FALSE,2753,NA,2020-03-26 17:32:33,FALSE,NA,"1243229366131265538",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",135,FALSE,FALSE,NA,NA
"153","@ScottySlimYT @GalGadot @Huawei Never forget <U+0001F62D>",FALSE,54,"ScottySlimYT",2020-03-26 16:01:58,FALSE,"1243205619072581633","1243206570240020481","869763408631144448","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"154","@tarekstar11 I want to try to get my hands on it!",FALSE,62,"tarekstar11",2020-03-26 13:45:08,FALSE,"1243171782691106816","1243172134987403265","620296956","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"155","@frankie_tech You know what to do <U+0001F605>",FALSE,137,"frankie_tech",2020-03-26 13:34:49,FALSE,"1243168829783433216","1243169537996062720","1016648938168832000","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","MKBHD",2,FALSE,FALSE,NA,NA
"156","NEW VIDEO - Huawei P40 Pro Impressions: What We Should Copy! https://t.co/GsdQkdXcXQ - RT! https://t.co/ULoh2thjnv",FALSE,5617,NA,2020-03-26 13:30:45,FALSE,NA,"1243168514946580480",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",395,FALSE,FALSE,NA,NA
"157","New video dropping in 10 minutes #QuarantineContent <U+0001F4A7>",FALSE,6936,NA,2020-03-26 13:20:10,FALSE,NA,"1243165850330435585",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",142,FALSE,FALSE,NA,NA
"158","@TheArunavSingh @SBNation I’ll take it lol",FALSE,99,"TheArunavSingh",2020-03-25 22:24:46,FALSE,"1242938519124873216","1242940515382956032","344420903","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"159","@Casey Well Happy Birthday man!",FALSE,5296,"Casey",2020-03-25 13:42:45,FALSE,"1242808849217679361","1242809146275225600","154221292","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",40,FALSE,FALSE,NA,NA
"160","@Canoopsy Thankfully",FALSE,89,"Canoopsy",2020-03-24 23:08:53,FALSE,"1242589126739873794","1242589232088088576","327422302","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"161","@Canoopsy Same let’s do it",FALSE,120,"Canoopsy",2020-03-24 23:07:36,FALSE,"1242588397325242368","1242588906496892929","327422302","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"162","@BrandonJHavard yup",FALSE,569,"BrandonJHavard",2020-03-24 23:02:24,FALSE,"1242587208885899268","1242587601137213440","324745996","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2,FALSE,FALSE,NA,NA
"163","@austinnotduncan Man as long as they don’t actually have to ban HD I think we can make it through this",FALSE,4083,"austinnotduncan",2020-03-24 15:13:13,FALSE,"1242467622882402310","1242469526744313856","59023203","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",39,FALSE,FALSE,NA,NA
"164","480p default? Scary times… https://t.co/3nYaCEtlea",FALSE,37192,NA,2020-03-24 15:02:06,FALSE,NA,"1242466727247532040",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",2965,FALSE,FALSE,NA,NA
"165","@Alessio_Mason Nice find!",FALSE,307,"Alessio_Mason",2020-03-24 14:48:36,FALSE,"1242462454803767296","1242463329119088640","1211596718","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"166","@paulawalla120 Yep all iPads getting 13.4 can use a trackpad",FALSE,248,"paulawalla120",2020-03-24 14:30:29,FALSE,"1242457724476182530","1242458772989251587","1273613264","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",1,FALSE,FALSE,NA,NA
"167","@ConnorLape @business damn",FALSE,31,"ConnorLape",2020-03-24 14:30:07,FALSE,"1242457549166776323","1242458677413584898","366247412","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"168","Something I noticed about the new iPad cursor https://t.co/Q9YJqbFSpN",FALSE,18178,NA,2020-03-24 14:03:00,FALSE,NA,"1242451855965331456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MKBHD",985,FALSE,FALSE,NA,NA
"169","@Sachin_bolr @elonmusk Thank you for noticing lol",FALSE,162,"Sachin_bolr",2020-03-24 13:23:05,FALSE,"1242440874128109568","1242441808736669698","376575249","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"170","NEW VIDEO - 2020 iPad Pro Review: It's... A Computer?! https://t.co/sObGMZeKc6 - RT! https://t.co/cZXgM2SKld",FALSE,7408,NA,2020-03-24 12:30:58,FALSE,NA,"1242428694406352896",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",572,FALSE,FALSE,NA,NA
"171","Alright, some fresh new #QuarantineContent coming to a sub box near you in exactly 10 minutes. The one you’ve been waiting for.",FALSE,5098,NA,2020-03-24 12:20:29,FALSE,NA,"1242426056709201920",NA,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",92,FALSE,FALSE,NA,NA
"172","@austinnotduncan Aight",FALSE,574,"austinnotduncan",2020-03-24 12:04:40,FALSE,"1242304461260730368","1242422073349287936","59023203","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",3,FALSE,FALSE,NA,NA
"173","r/MKBHD https://t.co/0TvQwTcJIV",FALSE,26992,NA,2020-03-24 02:57:48,FALSE,NA,"1242284449829736448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1899,FALSE,FALSE,NA,NA
"174","@austinnotduncan This is quality #quarantinecontent",FALSE,1084,"austinnotduncan",2020-03-24 02:38:36,FALSE,"1242278732099796992","1242279619195293696","59023203","<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",10,FALSE,FALSE,NA,NA
"175","@SNBrownlee Time to save it on Zillow and check on it every day til one day it's magically off the market",FALSE,32,"SNBrownlee",2020-03-24 01:32:39,FALSE,"1242154100730613764","1242263024267821056","33692469","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MKBHD",1,FALSE,FALSE,NA,NA
"176","I wonder if phone designers talk about how the thing they spend months crafting is just gonna end up in a block of… https://t.co/m7JDXicJQb",FALSE,23386,NA,2020-03-23 02:37:55,TRUE,NA,"1241917058310381568",NA,"<a href=""http://www.samruston.co.uk"" rel=""nofollow"">Flamingo for Android</a>","MKBHD",998,FALSE,FALSE,NA,NA
"177","@stillRitik These are green",FALSE,829,"stillRitik",2020-03-21 00:04:24,FALSE,"1241152667675738118","1241153650338250754","907224249563201541","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
"178","@gabe_altier Gonna need a link",FALSE,742,"gabe_altier",2020-03-21 00:03:47,FALSE,"1241152954662400000","1241153497304883200","864709965864456192","<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","MKBHD",0,FALSE,FALSE,NA,NA
